source,row_type,scenario,artifact_dir,profiler_mode,nsys_available,trace_precision,window,trace_file,rank,step_index,step_type,ctx_tokens,gen_tokens,step_count,prefill_step_count,wall_ms_per_step,cuda_busy_ms_per_step,bubble_ms_per_step,category,category_real_ms_per_step,category_sim_ms_per_step,category_excess_ms_per_step,category_share_of_real_cuda,per_gpu_busy_ms,per_gpu_busy_ratio_to_mean,max_gpu_busy_ms,min_gpu_busy_ms,max_mean_busy_ratio,collective_wait_or_transfer_ms,serving_slow_kernel_ms,cpu_gap_ms,transfer_or_memcpy_ms,target_missing_ms,reconstructed_gap_ms,reconstruction_error_pct,reconstruction_gate,dominant_mechanism,phase434_target,precision_boundary,phase405_penalty_read,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp1_dcp0_ep5_rank1.1783355697247037515.pt.trace.json.gz,dp1_rank1,4,prefill_or_mixed,31997,3,192,80,4718.718219,4712.228979,6.489240,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp1_dcp0_ep5_rank1.1783355697247037515.pt.trace.json.gz,dp1_rank1,5,prefill_or_mixed,31996,4,192,80,4717.344449,4710.847105,6.497344,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp1_dcp0_ep5_rank1.1783355697247037515.pt.trace.json.gz,dp1_rank1,6,prefill_or_mixed,31995,5,192,80,4720.089951,4713.349309,6.740642,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp1_dcp0_ep5_rank1.1783355697247037515.pt.trace.json.gz,dp1_rank1,7,prefill_or_mixed,31994,6,192,80,4725.088993,4718.071771,7.017222,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp1_dcp0_ep5_rank1.1783355697247037515.pt.trace.json.gz,dp1_rank1,8,prefill_or_mixed,31993,7,192,80,6417.761829,6406.719360,11.042469,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp1_dcp0_ep5_rank1.1783355697247037515.pt.trace.json.gz,dp1_rank1,9,prefill_or_mixed,31992,8,192,80,3036.013050,3026.932018,9.081032,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp2_dcp0_ep6_rank2.1783355697232529477.pt.trace.json.gz,dp1_rank2,0,prefill_or_mixed,32000,0,192,80,4640.469513,4516.914587,123.554926,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp2_dcp0_ep6_rank2.1783355697232529477.pt.trace.json.gz,dp1_rank2,1,prefill_or_mixed,31999,1,192,80,3030.035444,3021.703986,8.331458,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp2_dcp0_ep6_rank2.1783355697232529477.pt.trace.json.gz,dp1_rank2,2,prefill_or_mixed,31999,1,192,80,4716.726986,4710.612699,6.114287,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp2_dcp0_ep6_rank2.1783355697232529477.pt.trace.json.gz,dp1_rank2,3,prefill_or_mixed,31998,2,192,80,4711.184304,4705.185308,5.998996,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp2_dcp0_ep6_rank2.1783355697232529477.pt.trace.json.gz,dp1_rank2,4,prefill_or_mixed,31997,3,192,80,4719.101543,4713.090888,6.010655,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp2_dcp0_ep6_rank2.1783355697232529477.pt.trace.json.gz,dp1_rank2,5,prefill_or_mixed,31996,4,192,80,4717.313027,4711.132641,6.180386,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp2_dcp0_ep6_rank2.1783355697232529477.pt.trace.json.gz,dp1_rank2,6,prefill_or_mixed,31995,5,192,80,4719.933881,4713.628481,6.305400,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp2_dcp0_ep6_rank2.1783355697232529477.pt.trace.json.gz,dp1_rank2,7,prefill_or_mixed,31994,6,192,80,4725.114966,4718.901288,6.213678,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp2_dcp0_ep6_rank2.1783355697232529477.pt.trace.json.gz,dp1_rank2,8,prefill_or_mixed,31993,7,192,80,6417.900156,6408.062432,9.837724,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp2_dcp0_ep6_rank2.1783355697232529477.pt.trace.json.gz,dp1_rank2,9,prefill_or_mixed,31992,8,192,80,3036.077138,3027.326202,8.750936,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp3_dcp0_ep7_rank3.1783355697069717827.pt.trace.json.gz,dp1_rank3,0,prefill_or_mixed,32000,0,192,80,4640.541095,4516.991012,123.550083,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp3_dcp0_ep7_rank3.1783355697069717827.pt.trace.json.gz,dp1_rank3,1,prefill_or_mixed,31999,1,192,80,3029.433028,3020.535966,8.897062,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp3_dcp0_ep7_rank3.1783355697069717827.pt.trace.json.gz,dp1_rank3,2,prefill_or_mixed,31999,1,192,80,4716.996325,4709.727520,7.268805,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp3_dcp0_ep7_rank3.1783355697069717827.pt.trace.json.gz,dp1_rank3,3,prefill_or_mixed,31998,2,192,80,4710.869166,4704.119316,6.749850,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp3_dcp0_ep7_rank3.1783355697069717827.pt.trace.json.gz,dp1_rank3,4,prefill_or_mixed,31997,3,192,80,4719.154017,4712.379572,6.774445,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp3_dcp0_ep7_rank3.1783355697069717827.pt.trace.json.gz,dp1_rank3,5,prefill_or_mixed,31996,4,192,80,4717.498438,4710.890497,6.607941,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp3_dcp0_ep7_rank3.1783355697069717827.pt.trace.json.gz,dp1_rank3,6,prefill_or_mixed,31995,5,192,80,4719.654436,4712.717679,6.936757,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp3_dcp0_ep7_rank3.1783355697069717827.pt.trace.json.gz,dp1_rank3,7,prefill_or_mixed,31994,6,192,80,4725.165376,4718.431172,6.734204,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp3_dcp0_ep7_rank3.1783355697069717827.pt.trace.json.gz,dp1_rank3,8,prefill_or_mixed,31993,7,192,80,6418.777972,6406.757456,12.020516,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp1_pp0_tp3_dcp0_ep7_rank3.1783355697069717827.pt.trace.json.gz,dp1_rank3,9,prefill_or_mixed,31992,8,192,80,3035.232700,3025.701078,9.531622,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
