section,metric,value,target,status,note
failure_id,item_301,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-meta-llama/Meta-Llama-3.1-405B],,historical_unresolved,
failure_id,item_302,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-meta-llama/Meta-Llama-3.1-70B],,historical_unresolved,
failure_id,item_303,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-meta-llama/Meta-Llama-3.1-8B],,historical_unresolved,
failure_id,item_304,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-mistralai/Mixtral-8x22B-v0.1],,historical_unresolved,
failure_id,item_305,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-mistralai/Mixtral-8x7B-v0.1],,historical_unresolved,
failure_id,item_306,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-h200_sxm-nvidia/Llama-3_3-Nemotron-Super-49B-v1],,historical_unresolved,
failure_id,item_307,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-Qwen/Qwen2.5-1.5B],,historical_unresolved,
failure_id,item_308,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-Qwen/Qwen2.5-32B],,historical_unresolved,
failure_id,item_309,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-Qwen/Qwen2.5-72B],,historical_unresolved,
failure_id,item_310,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-Qwen/Qwen2.5-7B],,historical_unresolved,
failure_id,item_311,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-Qwen/Qwen3-0.6B],,historical_unresolved,
failure_id,item_312,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-Qwen/Qwen3-1.7B],,historical_unresolved,
failure_id,item_313,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-Qwen/Qwen3-235B-A22B],,historical_unresolved,
failure_id,item_314,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-Qwen/Qwen3-32B],,historical_unresolved,
failure_id,item_315,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-Qwen/Qwen3-8B],,historical_unresolved,
failure_id,item_316,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-meta-llama/Llama-2-13b-hf],,historical_unresolved,
failure_id,item_317,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-meta-llama/Llama-2-70b-hf],,historical_unresolved,
failure_id,item_318,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-meta-llama/Llama-2-7b-hf],,historical_unresolved,
failure_id,item_319,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-meta-llama/Meta-Llama-3.1-405B],,historical_unresolved,
failure_id,item_320,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-meta-llama/Meta-Llama-3.1-70B],,historical_unresolved,
failure_id,item_321,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-meta-llama/Meta-Llama-3.1-8B],,historical_unresolved,
failure_id,item_322,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-mistralai/Mixtral-8x22B-v0.1],,historical_unresolved,
failure_id,item_323,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-mistralai/Mixtral-8x7B-v0.1],,historical_unresolved,
failure_id,item_324,tests.e2e.cli.test_cli_compat_matrix.TestModelSystemCombinations::test_model_system_combination[vllm-l40s-nvidia/Llama-3_3-Nemotron-Super-49B-v1],,historical_unresolved,
failure_id,item_325,tests.e2e.cli.test_cli_experiments.TestExps::test_exps[b200_qwen3_235b_nvfp4.yaml],,historical_unresolved,
failure_id,item_326,tests.e2e.cli.test_cli_experiments.TestExps::test_exps[database_mode_comparison.yaml],,historical_unresolved,
failure_id,item_327,tests.e2e.cli.test_cli_experiments.TestExps::test_exps[deepseek_disagg_sglang.yaml],,historical_unresolved,
failure_id,item_328,tests.e2e.cli.test_cli_experiments.TestExps::test_exps[deepseek_wideep_trtllm.yaml],,historical_unresolved,
failure_id,item_329,tests.e2e.cli.test_cli_experiments.TestExps::test_exps[h200_qwen3_32b_multi_backends.yaml],,historical_unresolved,
failure_id,item_330,tests.e2e.cli.test_cli_experiments.TestExps::test_exps[hetero_disagg.yaml],,historical_unresolved,
failure_id,item_331,tests.e2e.cli.test_cli_experiments.TestExps::test_exps[qwen3_32b_disagg.yaml],,historical_unresolved,
failure_id,item_332,tests.e2e.cli.test_cli_experiments.TestExps::test_exps[qwen3_32b_pertensor.yaml],,historical_unresolved,
failure_id,item_333,tests.e2e.cli.test_cli_experiments.TestExps::test_exps[qwen3_32b_request_latency.yaml],,historical_unresolved,
failure_id,item_334,tests.e2e.cli.test_cli_request_latency.TestRequestLatency::test_request_latency[sglang-False],,historical_unresolved,
failure_id,item_335,tests.e2e.cli.test_cli_request_latency.TestRequestLatency::test_request_latency[trtllm-True],,historical_unresolved,
failure_id,item_336,tests.e2e.cli.test_cli_request_latency.TestRequestLatency::test_request_latency[vllm-False],,historical_unresolved,
failure_id,item_337,tests.e2e.tools.test_sanity_check::test_validate_database,,historical_unresolved,
failure_id,item_338,tests.unit.collector.test_run_phase397m_moe4bit::test_phase397m_defaults_preserve_ep8_power_law_scope,,historical_unresolved,
failure_id,item_339,tests.unit.collector.test_run_phase397m_moe4bit::test_phase397s_can_collect_single_tp16_ep1_balanced_route,,historical_unresolved,
failure_id,item_340,tests.unit.collector.test_run_phase397m_moe4bit::test_phase397s_can_request_power_law_eplb_route,,historical_unresolved,
failure_id,item_341,tests.unit.collector.test_run_phase397m_moe4bit::test_phase397t_can_request_batched_rank0_route,,historical_unresolved,
failure_id,item_342,tests.unit.collector.test_run_phase397m_moe4bit::test_phase397t_can_request_rank0_compact_route,,historical_unresolved,
failure_id,item_343,tests.unit.scripts.test_analyze_phase344_route_a_source_schema_audit::test_route_a_source_schema_audit_outputs_six_gates,,historical_unresolved,
failure_id,item_344,tests.unit.scripts.test_analyze_phase344_route_a_source_schema_audit::test_writer_requires_exactly_six_rows,,historical_unresolved,
failure_id,item_345,tests.unit.scripts.test_analyze_phase344_route_a_source_schema_audit::test_writers_emit_csv_and_doc,,historical_unresolved,
failure_id,item_346,tests.unit.scripts.test_analyze_phase377_vllm_module_runtime_binding_spec::test_checked_in_csv_matches_analyzer_output,,historical_unresolved,
failure_id,item_347,tests.unit.scripts.test_analyze_phase377_vllm_module_runtime_binding_spec::test_output_rejects_interpolation_default_or_runtime_upgrade,,historical_unresolved,
failure_id,item_348,tests.unit.scripts.test_analyze_phase377_vllm_module_runtime_binding_spec::test_phase377_allows_only_exact_buckets_and_excludes_128,,historical_unresolved,
failure_id,item_349,tests.unit.scripts.test_analyze_phase377_vllm_module_runtime_binding_spec::test_phase377_binds_runtime_operations_to_two_module_boundaries,,historical_unresolved,
failure_id,item_350,tests.unit.scripts.test_analyze_phase377_vllm_module_runtime_binding_spec::test_phase377_locks_runtime_key_sources_and_version_scope,,historical_unresolved,
failure_id,item_351,tests.unit.scripts.test_analyze_phase377_vllm_module_runtime_binding_spec::test_phase377_outputs_exact_runtime_binding_rows,,historical_unresolved,
failure_id,item_352,tests.unit.scripts.test_analyze_phase377_vllm_module_runtime_binding_spec::test_phase377_preserves_metadata_only_kernel_source_and_no_go_flags,,historical_unresolved,
failure_id,item_353,tests.unit.scripts.test_analyze_phase377_vllm_module_runtime_binding_spec::test_phase377_rejects_bad_table_bucket_or_key_count,,historical_unresolved,
failure_id,item_354,tests.unit.scripts.test_analyze_phase377_vllm_module_runtime_binding_spec::test_phase377_requires_phase376_real_table_14_exact_keys,,historical_unresolved,
failure_id,item_355,tests.unit.scripts.test_analyze_phase377_vllm_module_runtime_binding_spec::test_writers_emit_csv_and_md,,historical_unresolved,
failure_id,item_356,tests.unit.scripts.test_analyze_phase380_vllm_module_runtime_binding_sufficiency_gate::test_checked_in_csv_matches_analyzer_output,,historical_unresolved,
failure_id,item_357,tests.unit.scripts.test_analyze_phase380_vllm_module_runtime_binding_sufficiency_gate::test_phase380_locks_exact_lookup_guard_and_fail_fast_semantics,,historical_unresolved,
failure_id,item_358,tests.unit.scripts.test_analyze_phase380_vllm_module_runtime_binding_sufficiency_gate::test_phase380_outputs_exact_sufficiency_gate_rows,,historical_unresolved,
failure_id,item_359,tests.unit.scripts.test_analyze_phase380_vllm_module_runtime_binding_sufficiency_gate::test_phase380_preserves_no_gpu_no_perfdb_no_default_flags,,historical_unresolved,
failure_id,item_360,tests.unit.scripts.test_analyze_phase380_vllm_module_runtime_binding_sufficiency_gate::test_phase380_records_runtime_binding_implemented_but_not_default_ready,,historical_unresolved,
failure_id,item_361,tests.unit.scripts.test_analyze_phase380_vllm_module_runtime_binding_sufficiency_gate::test_phase380_verifies_topology_and_post_dispatch_guards,,historical_unresolved,
failure_id,item_362,tests.unit.scripts.test_analyze_phase380_vllm_module_runtime_binding_sufficiency_gate::test_writer_rejects_default_or_perfdb_upgrade,,historical_unresolved,
failure_id,item_363,tests.unit.scripts.test_analyze_phase380_vllm_module_runtime_binding_sufficiency_gate::test_writers_emit_csv_and_md,,historical_unresolved,
failure_id,item_364,tests.unit.scripts.test_analyze_phase381_local_end_to_end_exact_bucket_probe::test_checked_in_csv_matches_analyzer_output,,historical_unresolved,
failure_id,item_365,tests.unit.scripts.test_analyze_phase381_local_end_to_end_exact_bucket_probe::test_phase381_bucket_128_fails_fast_inside_kimi_scope,,historical_unresolved,
failure_id,item_366,tests.unit.scripts.test_analyze_phase381_local_end_to_end_exact_bucket_probe::test_phase381_combined_full_model_probe_is_blocked_not_faked,,historical_unresolved,
failure_id,item_367,tests.unit.scripts.test_analyze_phase381_local_end_to_end_exact_bucket_probe::test_phase381_ep8_dispatch_probe_counts_pre_once_and_post_zero,,historical_unresolved,
failure_id,item_368,tests.unit.scripts.test_analyze_phase381_local_end_to_end_exact_bucket_probe::test_phase381_fusedmoe_probe_runs_through_basebackend_to_exact_vllm_module_key,,historical_unresolved,
failure_id,item_369,tests.unit.scripts.test_analyze_phase381_local_end_to_end_exact_bucket_probe::test_phase381_non_scope_does_not_use_vllm_module_table,,historical_unresolved,
failure_id,item_370,tests.unit.scripts.test_analyze_phase381_local_end_to_end_exact_bucket_probe::test_phase381_outputs_exact_probe_rows,,historical_unresolved,
failure_id,item_371,tests.unit.scripts.test_analyze_phase381_local_end_to_end_exact_bucket_probe::test_phase381_preserves_no_gpu_no_perfdb_no_default_flags,,historical_unresolved,
failure_id,item_372,tests.unit.scripts.test_analyze_phase381_local_end_to_end_exact_bucket_probe::test_writers_emit_csv_and_md,,historical_unresolved,
failure_id,item_373,tests.unit.scripts.test_analyze_phase381_local_end_to_end_exact_bucket_probe::test_writers_reject_default_or_perfdb_upgrade,,historical_unresolved,
failure_id,item_374,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_checked_in_csv_matches_analyzer_output,,historical_unresolved,
failure_id,item_375,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_phase382_blocks_full_model_exact_lookup_without_bucket_pairs,,historical_unresolved,
failure_id,item_376,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_phase382_identifies_fusedmoe_partial_reachability,,historical_unresolved,
failure_id,item_377,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_phase382_locks_module_table_inventory,,historical_unresolved,
failure_id,item_378,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_phase382_op_level_is_sufficient_but_default_aic_stays_no_go,,historical_unresolved,
failure_id,item_379,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_phase382_outputs_exact_sufficiency_gate_rows,,historical_unresolved,
failure_id,item_380,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_phase382_preserves_diagnostic_only_flags,,historical_unresolved,
failure_id,item_381,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_phase382_reads_phase381_as_op_level_only_prerequisite,,historical_unresolved,
failure_id,item_382,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_phase382_records_current_runtime_bucket_formulas,,historical_unresolved,
failure_id,item_383,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_writers_emit_csv_and_md,,historical_unresolved,
failure_id,item_384,tests.unit.scripts.test_analyze_phase382_runtime_binding_probe_sufficiency_gate::test_writers_reject_default_or_perfdb_upgrade,,historical_unresolved,
failure_id,item_385,tests.unit.scripts.test_analyze_phase384_paired_bucket_expansion_spec::test_checked_in_csv_matches_analyzer_output,,historical_unresolved,
failure_id,item_386,tests.unit.scripts.test_analyze_phase384_paired_bucket_expansion_spec::test_phase384_blocks_bucket_128_and_non_exact_lookup,,historical_unresolved,
failure_id,item_387,tests.unit.scripts.test_analyze_phase384_paired_bucket_expansion_spec::test_phase384_keeps_gpu_runtime_perfdb_and_default_blocked,,historical_unresolved,
failure_id,item_388,tests.unit.scripts.test_analyze_phase384_paired_bucket_expansion_spec::test_phase384_outputs_paired_bucket_expansion_spec_rows,,historical_unresolved,
failure_id,item_389,tests.unit.scripts.test_analyze_phase384_paired_bucket_expansion_spec::test_phase384_plans_only_fusedmoe_paired_bucket_expansion,,historical_unresolved,
failure_id,item_390,tests.unit.scripts.test_analyze_phase384_paired_bucket_expansion_spec::test_phase384_preserves_existing_rows_and_ep8_bucket_set,,historical_unresolved,
failure_id,item_391,tests.unit.scripts.test_analyze_phase384_paired_bucket_expansion_spec::test_phase384_reads_phase383_decision,,historical_unresolved,
failure_id,item_392,tests.unit.scripts.test_analyze_phase384_paired_bucket_expansion_spec::test_writers_emit_csv_and_md,,historical_unresolved,
failure_id,item_393,tests.unit.scripts.test_analyze_phase384_paired_bucket_expansion_spec::test_writers_reject_real_data_runtime_or_default_upgrade,,historical_unresolved,
failure_id,item_394,tests.unit.scripts.test_analyze_phase389_fusedmoe_paired_bucket_materialization_sufficiency_gate::test_checked_in_csv_matches_analyzer_output,,historical_unresolved,
failure_id,item_395,tests.unit.scripts.test_analyze_phase389_fusedmoe_paired_bucket_materialization_sufficiency_gate::test_phase389_locks_exact_only_no_128_and_metadata_policy,,historical_unresolved,
failure_id,item_396,tests.unit.scripts.test_analyze_phase389_fusedmoe_paired_bucket_materialization_sufficiency_gate::test_phase389_outputs_materialization_sufficiency_gate_rows,,historical_unresolved,
failure_id,item_397,tests.unit.scripts.test_analyze_phase389_fusedmoe_paired_bucket_materialization_sufficiency_gate::test_phase389_preserves_no_write_no_default_flags,,historical_unresolved,
failure_id,item_398,tests.unit.scripts.test_analyze_phase389_fusedmoe_paired_bucket_materialization_sufficiency_gate::test_phase389_reads_phase388_paired_bucket_result,,historical_unresolved,
failure_id,item_399,tests.unit.scripts.test_analyze_phase389_fusedmoe_paired_bucket_materialization_sufficiency_gate::test_phase389_verifies_existing_14_rows_and_future_21_rows,,historical_unresolved,
failure_id,item_400,tests.unit.scripts.test_analyze_phase389_fusedmoe_paired_bucket_materialization_sufficiency_gate::test_writer_rejects_missing_bucket_128_or_default_upgrade,,historical_unresolved,
failure_id,item_401,tests.unit.scripts.test_analyze_phase389_fusedmoe_paired_bucket_materialization_sufficiency_gate::test_writers_emit_csv_and_md,,historical_unresolved,
failure_id,item_402,tests.unit.scripts.test_analyze_phase397s_int4_wo_route_gate::test_phase397s_records_missing_tp16_ep1_family_and_no_table_write,,historical_unresolved,
failure_id,item_403,tests.unit.scripts.test_analyze_phase397w_required_buckets::test_phase397w_enumerates_runtime_bucket_requests,,historical_unresolved,
failure_id,item_404,tests.unit.scripts.test_analyze_phase397w_required_buckets::test_phase397w_exposes_bucket_128_contract_conflict,,historical_unresolved,
failure_id,item_405,tests.unit.scripts.test_analyze_phase422_dp2_capacity_fix::test_phase422_build_marks_dp2_retry5e_capacity_as_dirty_reference,,historical_unresolved,
failure_id,item_406,tests.unit.scripts.test_analyze_phase422_dp2_capacity_fix::test_phase422_writer_rejects_default_readiness,,historical_unresolved,
failure_id,item_407,tests.unit.scripts.test_analyze_phase456_tp8_dynamics::test_phase456_tp8_8k_validate_capacity_uses_phase454_true_blocks,,historical_unresolved,
failure_id,item_408,tests.unit.scripts.test_phase422_dp2_capacity_fix::test_phase424_dp2_bt65536_uses_clean_recollect_capacity_config,,historical_unresolved,
failure_id,item_409,tests.unit.sdk.backends.test_cb_simulator.TestCBScheduler::test_preemption_frees_and_requeues,,historical_unresolved,
failure_id,item_410,tests.unit.sdk.backends.test_cb_simulator.TestDPAdmissionRouter::test_router_uses_stale_counts_until_refresh_interval,,historical_unresolved,
failure_id,item_411,tests.unit.sdk.backends.test_cb_simulator.TestVLLMCBSimBoundary::test_run_agg_cb_sim_cache_distinguishes_parallel_config,,historical_unresolved,
failure_id,item_412,tests.unit.sdk.database.test_attention.TestContextAttention::test_query_context_attention_non_database_mode_mha,,historical_unresolved,
failure_id,item_413,tests.unit.sdk.database.test_attention.TestContextAttention::test_query_context_attention_non_database_mode_xqa,,historical_unresolved,
failure_id,item_414,tests.unit.sdk.database.test_attention.TestContextAttention::test_query_context_attention_non_sol_mode_small_s,,historical_unresolved,
failure_id,item_415,tests.unit.sdk.database.test_attention.TestContextMLA::test_query_context_mla_different_tp_sizes,,historical_unresolved,
failure_id,item_416,tests.unit.sdk.database.test_attention.TestContextMLA::test_query_context_mla_non_database_mode,,historical_unresolved,
failure_id,item_417,tests.unit.sdk.database.test_attention.TestGenerationAttention::test_query_generation_attention_non_database_mode,,historical_unresolved,
failure_id,item_418,tests.unit.sdk.database.test_attention.TestGenerationAttention::test_query_generation_attention_non_database_mode_mha,,historical_unresolved,
failure_id,item_419,tests.unit.sdk.database.test_attention.TestGenerationMLA::test_query_generation_mla_non_database_mode,,historical_unresolved,
failure_id,item_420,tests.unit.sdk.database.test_attention::test_default_database_mode,,historical_unresolved,
failure_id,item_421,tests.unit.sdk.database.test_base_queries::test_query_custom_allreduce_non_database_mode_uses_custom_latency,,historical_unresolved,
failure_id,item_422,tests.unit.sdk.database.test_base_queries::test_query_gemm_exact_match,,historical_unresolved,
failure_id,item_423,tests.unit.sdk.database.test_data_loaders::test_get_all_databases,,historical_unresolved,
failure_id,item_424,tests.unit.sdk.database.test_data_loaders::test_get_all_databases_conflicting_backend_version_keeps_first,,historical_unresolved,
failure_id,item_425,tests.unit.sdk.database.test_data_loaders::test_get_all_databases_system_config_conflict,,historical_unresolved,
failure_id,item_426,tests.unit.sdk.database.test_data_loaders::test_get_database_conflict_returns_first,,historical_unresolved,
failure_id,item_427,tests.unit.sdk.database.test_data_loaders::test_get_database_uses_default_systems_paths,,historical_unresolved,
failure_id,item_428,tests.unit.sdk.database.test_data_loaders::test_get_database_with_yaml_and_data_path,,historical_unresolved,
failure_id,item_429,tests.unit.sdk.database.test_edge_cases.TestAllreduceEdgeCases::test_query_custom_allreduce_extrapolation,,historical_unresolved,
failure_id,item_430,tests.unit.sdk.database.test_edge_cases.TestAllreduceEdgeCases::test_query_custom_allreduce_large_tp_scaling,,historical_unresolved,
failure_id,item_431,tests.unit.sdk.database.test_edge_cases.TestGemmInterpolation::test_query_gemm_extrapolation,,historical_unresolved,
failure_id,item_432,tests.unit.sdk.database.test_edge_cases.TestGemmInterpolation::test_query_gemm_interpolation,,historical_unresolved,
failure_id,item_433,tests.unit.sdk.database.test_edge_cases.TestInitializationEdgeCases::test_extrapolation_during_init,,historical_unresolved,
failure_id,item_434,tests.unit.sdk.database.test_edge_cases.TestNcclEdgeCases::test_query_nccl_edge_message_sizes,,historical_unresolved,
failure_id,item_435,tests.unit.sdk.database.test_edge_cases.TestNcclEdgeCases::test_query_nccl_silicon_interpolation,,historical_unresolved,
failure_id,item_436,tests.unit.sdk.database.test_edge_cases.TestNcclEdgeCases::test_query_nccl_silicon_large_gpu_count,,historical_unresolved,
failure_id,item_437,tests.unit.sdk.database.test_edge_cases.TestSupportedQuantModes::test_supported_quant_modes_structure,,historical_unresolved,
failure_id,item_438,tests.unit.sdk.database.test_edge_cases.TestSupportedQuantModes::test_supported_quant_modes_values,,historical_unresolved,
failure_id,item_439,tests.unit.sdk.database.test_fp8_static::test_query_gemm_fp8_static_reuses_fp8_table,,historical_unresolved,
failure_id,item_440,tests.unit.sdk.database.test_fp8_static::test_trtllm_supported_quant_modes_include_fp8_static,,historical_unresolved,
failure_id,item_441,tests.unit.sdk.database.test_interpolation.TestCorrectData::test_correct_gemm_data,,historical_unresolved,
failure_id,item_442,tests.unit.sdk.database.test_interpolation.TestCorrectData::test_correct_generation_attention_data,,historical_unresolved,
failure_id,item_443,tests.unit.sdk.database.test_interpolation.TestUpdateSupportMatrix::test_support_matrix_creation,,historical_unresolved,
failure_id,item_444,tests.unit.sdk.database.test_moe_mla.TestMLABMM::test_query_mla_bmm_different_configs,,historical_unresolved,
failure_id,item_445,tests.unit.sdk.database.test_moe_mla.TestMLABMM::test_query_mla_bmm_non_database_mode_post,,historical_unresolved,
failure_id,item_446,tests.unit.sdk.database.test_moe_mla.TestMLABMM::test_query_mla_bmm_non_database_mode_pre,,historical_unresolved,
failure_id,item_447,tests.unit.sdk.database.test_moe_mla.TestMoE::test_query_moe_different_workload_distributions,,historical_unresolved,
failure_id,item_448,tests.unit.sdk.database.test_moe_mla.TestMoE::test_query_moe_non_database_mode,,historical_unresolved,
failure_id,item_449,tests.unit.sdk.database.test_trtllm_wideep_moe.TestTrtLLMWideEPMoE::test_query_debug_logging,,historical_unresolved,
failure_id,item_450,tests.unit.sdk.database.test_trtllm_wideep_moe_dispatch.TestTrtLLMWideEPMoEDispatch::test_query_debug_logging_post_dispatch_low_precision,,historical_unresolved,
failure_id,item_451,tests.unit.sdk.database.test_trtllm_wideep_moe_dispatch.TestTrtLLMWideEPMoEDispatch::test_query_debug_logging_pre_dispatch,,historical_unresolved,
failure_id,item_452,tests.unit.sdk.test_inference_session.TestRequireSameTPFiltering::test_false_allows_mismatched_tp,,historical_unresolved,
failure_id,item_453,tests.unit.sdk.test_inference_session.TestRequireSameTPFiltering::test_true_filters_mismatched_tp,,historical_unresolved,
failure_id,item_454,tests.unit.sdk.test_inference_session.TestRequireSameTPFiltering::test_true_multiple_overlapping_tps,,historical_unresolved,
failure_id,item_455,tests.unit.sdk.test_inference_session.TestRequireSameTPFiltering::test_true_no_overlapping_tp_returns_empty,,historical_unresolved,
failure_id,item_456,tests.unit.sdk.test_utils.TestGetModelConfigFromHFID::test_successful_download,,historical_unresolved,
failure_id,item_457,tests.unit.test_forward_descriptor_scheduler_alignment::test_diagnose_parser_reads_scheduler_aligned_descriptor_csv,,historical_unresolved,
