Iteration(0): 1 context requests, 8000 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 1207.40 ms
Iteration(1069): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.40 ms
Iteration(1070): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.72 ms
Iteration(1071): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.72 ms
Iteration(1072): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.02 ms
Iteration(1073): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.97 ms
Iteration(1074): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.85 ms
Iteration(1075): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.00 ms
Iteration(1076): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.16 ms
Iteration(1077): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.11 ms
Iteration(1078): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.31 ms
Iteration(1079): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.90 ms
Iteration(1080): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.50 ms
Iteration(1081): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.38 ms
Iteration(1082): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.40 ms
Iteration(1083): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.97 ms
Iteration(1084): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.25 ms
Iteration(1085): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.81 ms
Iteration(1086): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.62 ms
Iteration(1087): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.25 ms
Iteration(1088): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.78 ms
Iteration(1089): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.02 ms
Iteration(1090): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.13 ms
Iteration(1091): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.86 ms
Iteration(1092): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.23 ms
Iteration(1093): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.86 ms
Iteration(1094): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.88 ms
Iteration(1095): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.11 ms
Iteration(1096): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.13 ms
Iteration(1097): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.14 ms
Iteration(1098): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.74 ms
Iteration(1099): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.77 ms
Iteration(1100): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.83 ms
Iteration(1101): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.46 ms
Iteration(1102): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.84 ms
Iteration(1103): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.83 ms
Iteration(1104): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.48 ms
Iteration(1105): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.16 ms
Iteration(1106): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.72 ms
Iteration(1107): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.90 ms
Iteration(1108): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.41 ms
Iteration(1109): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.23 ms
Iteration(1110): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.67 ms
Iteration(1111): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.37 ms
Iteration(1112): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.03 ms
Iteration(1113): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.82 ms
Iteration(1114): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.37 ms
Iteration(1115): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.12 ms
Iteration(1116): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.03 ms
Iteration(1117): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.92 ms
Iteration(1118): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.93 ms
Iteration(1119): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.84 ms
Iteration(1120): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.77 ms
Iteration(1121): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.25 ms
Iteration(1122): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.97 ms
Iteration(1123): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.60 ms
Iteration(1124): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.93 ms
Iteration(1125): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.51 ms
Iteration(1126): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.37 ms
Iteration(1127): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.63 ms
Iteration(1128): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.62 ms
Iteration(1129): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.12 ms
Iteration(1130): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.48 ms
Iteration(1131): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.83 ms
Iteration(1132): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.37 ms
Iteration(1133): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.07 ms
Iteration(1134): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.43 ms
Iteration(1135): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.28 ms
Iteration(1136): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.88 ms
Iteration(1137): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.79 ms
Iteration(1138): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.89 ms
Iteration(1139): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.97 ms
Iteration(1140): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.55 ms
Iteration(1141): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.65 ms
Iteration(1142): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.28 ms
Iteration(1143): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.89 ms
Iteration(1144): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.84 ms
Iteration(1145): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.11 ms
Iteration(1146): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.02 ms
Iteration(1147): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.85 ms
Iteration(1148): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.73 ms
Iteration(1149): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.48 ms
Iteration(1150): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.56 ms
Iteration(1151): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.58 ms
Iteration(1152): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.17 ms
Iteration(1153): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.70 ms
Iteration(1154): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.46 ms
Iteration(1155): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.04 ms
Iteration(1156): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.47 ms
Iteration(1157): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.85 ms
Iteration(1158): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.46 ms
Iteration(1159): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.30 ms
Iteration(1160): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.53 ms
Iteration(1161): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.89 ms
Iteration(1162): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.06 ms
Iteration(1163): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.92 ms
Iteration(1164): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.79 ms
Iteration(1165): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.31 ms
Iteration(1166): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.58 ms
Iteration(1167): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.47 ms
Iteration(1168): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.52 ms
Iteration(1169): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.05 ms
Iteration(1170): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.66 ms
Iteration(1171): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.65 ms
Iteration(1172): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.41 ms
Iteration(1173): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.78 ms
Iteration(1174): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.93 ms
Iteration(1175): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.03 ms
Iteration(1176): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.09 ms
Iteration(1177): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.46 ms
Iteration(1178): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.55 ms
Iteration(1179): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.16 ms
Iteration(1180): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.90 ms
Iteration(1181): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.13 ms
Iteration(1182): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.08 ms
Iteration(1183): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.44 ms
Iteration(1184): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.05 ms
Iteration(1185): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.65 ms
Iteration(1186): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.74 ms
Iteration(1187): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.08 ms
Iteration(1188): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.11 ms
Iteration(1189): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.03 ms
Iteration(1190): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.36 ms
Iteration(1191): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.99 ms
Iteration(1192): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.87 ms
Iteration(1193): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.18 ms
Iteration(1194): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.92 ms
Iteration(1195): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.92 ms
Iteration(1196): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.67 ms
Iteration(1197): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.01 ms
Iteration(1198): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.59 ms
Iteration(1199): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.40 ms
Iteration(1200): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.26 ms
Iteration(1201): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.00 ms
Iteration(1202): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.79 ms
Iteration(1203): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.19 ms
Iteration(1204): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.33 ms
Iteration(1205): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.00 ms
Iteration(1206): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.98 ms
Iteration(1207): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.80 ms
Iteration(1208): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.36 ms
Iteration(1209): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.56 ms
Iteration(1210): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.53 ms
Iteration(1211): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.06 ms
Iteration(1212): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.06 ms
Iteration(1213): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.73 ms
Iteration(1214): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.88 ms
Iteration(1215): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.03 ms
Iteration(1216): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.43 ms
Iteration(1217): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.07 ms
Iteration(1218): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.50 ms
Iteration(1219): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.32 ms
Iteration(1220): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.49 ms
Iteration(1221): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.24 ms
Iteration(1222): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.98 ms
Iteration(1223): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.21 ms
Iteration(1224): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.02 ms
Iteration(1225): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.64 ms
Iteration(1226): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.19 ms
Iteration(1227): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.24 ms
Iteration(1228): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.13 ms
Iteration(1229): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.27 ms
Iteration(1230): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.20 ms
Iteration(1231): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.56 ms
Iteration(1232): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.85 ms
Iteration(1233): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.24 ms
Iteration(1234): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.81 ms
Iteration(1235): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.25 ms
Iteration(1236): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.95 ms
Iteration(1237): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.76 ms
Iteration(1238): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.79 ms
Iteration(1239): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.37 ms
Iteration(1240): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.18 ms
Iteration(1241): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.19 ms
Iteration(1242): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.00 ms
Iteration(1243): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.27 ms
Iteration(1244): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.70 ms
Iteration(1245): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.32 ms
Iteration(1246): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.41 ms
Iteration(1247): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.84 ms
Iteration(1248): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.78 ms
Iteration(1249): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.81 ms
Iteration(1250): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.20 ms
Iteration(1251): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.75 ms
Iteration(1252): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.99 ms
Iteration(1253): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.35 ms
Iteration(1254): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.08 ms
Iteration(1255): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.93 ms
Iteration(1256): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.00 ms
Iteration(1257): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.82 ms
Iteration(1258): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.04 ms
Iteration(1259): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.02 ms
Iteration(1260): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.42 ms
Iteration(1261): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.59 ms
Iteration(1262): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.38 ms
Iteration(1263): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.55 ms
Iteration(1264): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.11 ms
Iteration(1265): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.61 ms
Iteration(1266): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.22 ms
Iteration(1267): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.16 ms
Iteration(1268): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.61 ms
Iteration(1269): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.21 ms
Iteration(1270): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.21 ms
Iteration(1271): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.42 ms
Iteration(1272): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.21 ms
Iteration(1273): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.81 ms
Iteration(1274): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.87 ms
Iteration(1275): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.14 ms
Iteration(1276): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.15 ms
Iteration(1277): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.22 ms
Iteration(1278): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.18 ms
Iteration(1279): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.58 ms
Iteration(1280): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.94 ms
Iteration(1281): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.12 ms
Iteration(1282): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.73 ms
Iteration(1283): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.28 ms
Iteration(1284): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.04 ms
Iteration(1285): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.27 ms
Iteration(1286): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.32 ms
Iteration(1287): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.27 ms
Iteration(1288): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.84 ms
Iteration(1289): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.73 ms
Iteration(1290): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.09 ms
Iteration(1291): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.50 ms
Iteration(1292): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.49 ms
Iteration(1293): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.92 ms
Iteration(1294): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.12 ms
Iteration(1295): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.30 ms
Iteration(1296): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.03 ms
Iteration(1297): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.01 ms
Iteration(1298): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.28 ms
Iteration(1299): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.11 ms
Iteration(1300): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.20 ms
Iteration(1301): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.26 ms
Iteration(1302): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.72 ms
Iteration(1303): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.04 ms
Iteration(1304): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.23 ms
Iteration(1305): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.23 ms
Iteration(1306): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.71 ms
Iteration(1307): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.14 ms
Iteration(1308): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.76 ms
Iteration(1309): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.06 ms
Iteration(1310): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.83 ms
Iteration(1311): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.23 ms
Iteration(1312): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.95 ms
